Name,URL,Location,Score,Reviews,Main Categories,Average Response Time,On time Delivery Rate,Total Orders so far,Total Order Amount,Services,Quality Control,Certificates,Floor Space,Annual Export Revenue (USD),Production Lines,Total Annual Output (Units),Production Machines,Quality Control on All Lines,QA/QC Inspectors,Main Markets,Main Client Types,Customization Options,New Products Launched Last Year,R&D Engineers
"Lichenghui Metal Technology (Foshan) Co., Ltd.",,"Guangdong, China ",5.0,4 reviews,≤2h,100.0%,- orders,-1,-1,,,3000,-1,-1,10605000,-1,Yes,4,"Domestic Market(54%), North America(27%), Eastern Europe(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",32,4
"Dongguan Maghard Flexible Magnet Co., Ltd.",,"Guangdong, China ",4.8,22 reviews,≤8h,98.5%,113 orders,"US $220,000+",-1,,,7050,-1,6,24003600,50,Yes,6,"Domestic Market(34%), Eastern Asia(17%), North America(13%)",,"Retailer, Wholesaler, Brand business","light customization, sample processing, graphic processing, customized on demand",2700,3
"Henan Retop Aluminum Co., Ltd.",,"Henan, China ",4.8,14 reviews,≤8h,100.0%,58 orders,"US $1,000,000+",-1,,,120000,-1,8,-1,40,Yes,6,"Domestic Market(70%), Africa(7%), North America(6%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",24,5
"Jiangsu Hanpu Mechanical Technology Co., Ltd",,"Jiangsu, China ",5.0,1 reviews,≤4h,100.0%,17 orders,"US $240,000+",-1,,,5000,12000000,1,96850,15,Yes,5,"North America(30%), South America(20%), Africa(10%)",,"Retailer, Engineer, Wholesaler, For private use, Manufacturer",no,0,0
"Shanghai Common Metal Products Co., Ltd.",,"Shanghai, China ",5.0,5 reviews,≤2h,97.1%,- orders,-1,-1,,,3300,-1,9,-1,15,Yes,1,"Domestic Market(50%), Northern Europe(20%), North America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",2000,2
"Xi'an Huafeng Construction Engineering Co., Ltd.",,"Shaanxi, China ",5.0,7 reviews,≤4h,100.0%,- orders,-1,-1,,,2000,272672,-1,421130,-1,Yes,1,"North America(30%), Mid East(15%), Southeast Asia(12%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","customized on demand, light customization, sample processing, graphic processing",-1,3
"Guangdong South Magnet Technology Co., Ltd.",,"GuangDong, China ",5.0,3 reviews,≤2h,92.9%,24 orders,"US $100,000+",-1,,,10800,1621200,5,11517269,88,Yes,6,"Domestic Market(93%), North America(2%), Western Europe(2%)",,"Retailer, Wholesaler","sample processing, graphic processing, customized on demand, no",36,10
"Hebei MSD Metal Product Co., Ltd.",,"Hebei, China ",-1,-1,≤5h,100.0%,7 orders,"US $2,000+",-1,,,9136,1412719,8,-1,-1,Yes,2,"North America(40%), Eastern Europe(20%), Eastern Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",75,2
"Tianjin Yuantai Derun International Trade Co., Ltd.",,"Tianjin, China ",5.0,3 reviews,≤5h,100.0%,4 orders,"US $40,000+",-1,,,960150,17139974,72,6000000,140,Yes,40,"Mid East(40%), South America(15%), Southeast Asia(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, graphic processing, sample processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",0,7
"hebei ruihao metal products co.,ltd",,"Hebei, China ",4.8,3 reviews,≤12h,100.0%,5 orders,"US $3,000+",-1,,,13986,-1,13,22613200,45,Yes,2,"Mid East(30%), Eastern Europe(25%), Southeast Asia(25%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, customized on demand, customized on demand, light customization, sample processing, graphic processing",-1,0
"Tianjin Zhanzhi Steel Co., Ltd.",,"Tianjin, China ",5.0,1 reviews,≤3h,100.0%,16 orders,"US $2,200,000+",-1,,,13680,58316953,-1,840000,-1,Yes,6,"Domestic Market(40%), Mid East(17%), South America(8%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing",-1,2
"Huaping Steel (Shandong) Co., Ltd.",,"Shandong, China ",5.0,6 reviews,≤11h,57.1%,- orders,-1,-1,,,6200,9700000,2,50000,2,Yes,1,"South America(26%), Africa(22%), Mid East(18%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer",-1,-1,1
"Yiwu Heer Clothing Co., Ltd.",,"Zhejiang, China ",4.9,195 reviews,≤2h,99.7%,- orders,-1,-1,,,1156,-1,2,-1,-1,Yes,4,"North America(35%), Western Europe(13%), Southeast Asia(12%)",,-1,"sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",850,2
"Henan Banghong Industry And Trade Co., Ltd.",,"Henan, China ",4.5,51 reviews,≤2h,98.3%,- orders,-1,-1,,,21731,25506043,-1,-1,-1,Yes,3,"North America(81%), Western Europe(11%), Africa(8%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",13,3
Everich Commerce Group Limited,,"Zhejiang, China ",4.9,15 reviews,≤4h,88.9%,- orders,-1,-1,,,66394,114811088,-1,-1,-1,Yes,58,"North America(55%), Southern Europe(9%), Eastern Europe(7%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, light customization, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",500,32
"Xuchang Jian'an Area Usexy Trading Co., Ltd.",,"Henan, China ",4.8,432 reviews,≤2h,99.0%,1363 orders,"US $510,000+",-1,,,1370,-1,5,-1,37,No,5,"North America(70%), Western Europe(14%), Eastern Europe(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","no, sample processing, graphic processing, customized on demand",-1,1
"Yiwu Biusee Import & Export Co., Ltd.",,"Zhejiang, China ",4.8,343 reviews,≤2h,100.0%,- orders,-1,-1,,,1450,-1,-1,-1,-1,Yes,2,"North America(35%), Western Europe(13%), Southeast Asia(12%)",,"Retailer, Engineer, Wholesaler, For private use, Brand business, Manufacturer","light customization, sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",850,1
"Guangzhou Fenqi Leather Co., Ltd.",,"Guangdong, China ",4.7,1321 reviews,≤2h,99.7%,- orders,-1,-1,,,2100,-1,-1,-1,26,Yes,5,"North America(54%), Western Europe(15%), Mid East(5%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",100,2
"Dongguan Topway Clothing Co., Ltd.",,"Guangdong, China ",5.0,16 reviews,≤2h,96.8%,- orders,-1,-1,,,200,-1,1,-1,7,Yes,1,"North America(30%), Eastern Europe(15%), Western Europe(15%)",,"Retailer, Wholesaler, Brand business, For private use","graphic processing, sample processing, graphic processing, sample processing",60,0
"Yangjiang Yinlong Hardware Products Co., Ltd.",,"Guangdong, China ",4.8,6 reviews,≤1h,100.0%,- orders,-1,-1,,,1100,-1,-1,6000000,-1,Yes,3,"North America(60%), Southeast Asia(15%), South America(15%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",10,3
Ningbo Yinzhou Rilong Hardware Tools Factory,,"Zhejiang, China ",4.9,13 reviews,≤3h,88.9%,- orders,-1,-1,,,3500,-1,3,-1,68,Yes,3,"North America(20%), Western Europe(20%), Eastern Europe(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",10,3
"Zhejiang Niuli Electric Co., Ltd.",,"Zhejiang, China ",4.7,23 reviews,≤4h,98.8%,150 orders,"US $90,000+",-1,,,3161,1836662,3,-1,24,Yes,2,"Domestic Market(60%), North America(10%), South America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",-1,2
"Nantong Yameili Power Tools Co., Ltd.",,"Jiangsu, China ",4.5,53 reviews,≤4h,100.0%,- orders,-1,-1,,,5000,-1,4,-1,25,Yes,4,"North America(20%), South America(10%), Southeast Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",10,2
Chongqing Dazu District Caiyi Hardware Factory,,"Chongqing, China ",4.9,135 reviews,≤2h,98.4%,266 orders,"US $280,000+",-1,,,6278,-1,30,101008500,120,Yes,5,"Domestic Market(68%), South America(8%), Mid East(6%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing",68,5
Yangjiang Yangdong Sunsky Hardware & Plastic Products Factory,,"Guangdong, China ",4.9,14 reviews,≤2h,87.1%,- orders,-1,-1,,,1080,-1,1,-1,14,Yes,1,"North America(70%), Western Europe(10%), Mid East(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",200,1
Yangjiang City Jiangcheng Area Homeyee Hardware Factory,,"Guangdong, China ",4.7,8 reviews,≤9h,100.0%,58 orders,"US $30,000+",-1,,,4479,700000,1,10000000,50,Yes,3,"North America(60%), South America(10%), Eastern Europe(10%)",,"Retailer, Brand business","light customization, sample processing, graphic processing, customized on demand",22,3
"Nantong Shunhui Electronic Technology Co., Ltd.",,"Jiangsushen, China ",4.7,33 reviews,≤6h,94.7%,- orders,-1,-1,,,7521,-1,10,-1,58,Yes,6,"Domestic Market(80%), North America(5%), South America(5%)",,"Retailer, For private use",-1,20,1
"Yongkang Shark Abrasive Co., Ltd.",,"Zhejiang, China ",4.7,16 reviews,≤12h,96.4%,26 orders,"US $3,100,000+",-1,,,6400,-1,16,12300000,33,Yes,6,"North America(19%), Domestic Market(12%), Mid East(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",15,6
"Shenzhen Chenzhou Technology Co., Ltd.",,"Guangdong, China ",4.6,252 reviews,≤3h,96.9%,652 orders,"US $110,000+",-1,,,3478,-1,-1,-1,-1,Yes,5,"North America(20%), Southeast Asia(20%), South America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",20,5
"Ningbo Boxik Hardware Tools Co., Ltd.",,"Zhejiang, China ",4.4,8 reviews,≤2h,96.8%,- orders,-1,-1,,,7000,-1,-1,-1,225,Yes,3,"Domestic Market(65%), Mid East(8%), Northern Europe(4%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",6,2
"Ningbo Runda Machinery Co., Ltd.",,"Zhejiang, China ",4.5,13 reviews,≤12h,95.2%,40 orders,"US $4,000+",-1,,,18701,2687292,-1,-1,149,Yes,3,"North America(40%), Western Europe(30%), Domestic Market(7%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, customized on demand, sample processing, graphic processing",-1,3
"Envoor (Jiangsu) Intelligent Manufacturing Co.,Ltd",,"Jiangsu, China ",4.7,29 reviews,≤2h,98.7%,157 orders,"US $60,000+",-1,,,2700,2471615,3,-1,22,Yes,4,"Domestic Market(40%), North America(10%), South America(10%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","customized on demand, graphic processing, sample processing, no",20,4
Meinengda Hardware Tools Manufacturer,,"Zhejiang, China ",4.7,13 reviews,≤2h,100.0%,- orders,-1,-1,,,5001,-1,10,-1,35,Yes,3,"South America(30%), North America(10%), Eastern Europe(10%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand",10,5
"Yiwu Shenjue Technology Co., Ltd.",,"Zhejiang, China ",4.3,2 reviews,≤9h,100.0%,- orders,-1,-1,,,3000,-1,1,1000000,5,Yes,1,"North America(40%), Eastern Europe(20%), Mid East(20%)",,"Retailer, Brand business","light customization, sample processing, graphic processing, customized on demand",5,1
"Shantou Mingtu Hardware Co., Ltd.",,"Guangdong, China ",4.8,42 reviews,≤4h,98.5%,- orders,-1,-1,,,3388,2000000,6,-1,19,Yes,3,"North America(35%), Western Europe(20%), Oceania(15%)",,Brand business,"sample processing, graphic processing, customized on demand",90,3
"Jining Optimal Construction Machinery Co., Ltd.",,"Shandong, China ",5.0,4 reviews,≤2h,100.0%,- orders,-1,-1,,,14553,-1,5,-1,15,Yes,3,"Domestic Market(50%), Southeast Asia(15%), Eastern Europe(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",35,4
Henan Drills-King Mining Technology Ltd.,,"Henan Province, China ",4.8,69 reviews,≤2h,98.3%,356 orders,"US $520,000+",-1,,,-1,1383815,2,-1,0,Yes,1,"Domestic Market(50%), South America(8%), Western Europe(8%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",5,1
"Shandong Xiaolong Industry And Trade Co., Ltd.",,"Shandong, China ",4.8,15 reviews,≤2h,100.0%,- orders,-1,-1,,,2550,-1,30,-1,43,Yes,3,"South America(30%), Mid East(20%), Africa(15%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, customized on demand, graphic processing, sample processing",30,2
"Zhejiang Double-Lin Valves Co., Ltd.",,"Zhejiang, China ",4.5,3 reviews,≤11h,75.0%,- orders,-1,-1,,,41811,18730000,-1,-1,-1,Yes,9,"Domestic Market(40%), South America(11%), Eastern Europe(8%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",-1,12
"Hebei Shenghui Pump Co., Ltd.",,"Hebei, China ",4.2,14 reviews,≤2h,100.0%,86 orders,"US $100,000+",-1,,,10000,-1,1,400000,49,Yes,2,"Mid East(20%), Southeast Asia(15%), Eastern Europe(10%)",,"Wholesaler, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, no",-1,2
"Shining Industrial Co., Ltd.",,"Shandong, China ",5.0,3 reviews,≤2h,77.8%,8 orders,"US $140,000+",-1,,,1264,-1,1,-1,12,Yes,2,"North America(20%), South America(20%), Africa(20%)",,"Retailer, Engineer, Wholesaler, For private use, Brand business, Manufacturer","light customization, customized on demand, sample processing, graphic processing, sample processing, graphic processing",-1,-1
"NANTONG YIZHIHANG POWER TOOLS CO.,LTD",,"Jiangsu, China ",4.8,108 reviews,≤9h,97.4%,453 orders,"US $1,000,000+",-1,,,5400,-1,3,-1,36,Yes,2,"Eastern Europe(80%), Northern Europe(15%), South Asia(5%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","no, sample processing, graphic processing, customized on demand",60,2
"Unison(qingdao) Industrial Co., Ltd.",,"Shandong, China ",4.8,48 reviews,≤8h,86.7%,158 orders,"US $370,000+",-1,,,1626,-1,2,-1,12,Yes,3,"South America(40%), Eastern Europe(20%), Western Europe(20%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, customized on demand, graphic processing, sample processing",50,4
"Hangzhou Ok Import & Export Co., Ltd.",,"Zhejiang, China ",4.8,12 reviews,≤1h,97.4%,134 orders,"US $340,000+",-1,,,18089,6811827,2,-1,12,Yes,-1,"North America(25%), Mid East(15%), Eastern Europe(10%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand, light customization",138,3
"Shanghai SkyHammerTools Co.,Ltd",,"Shanghai, China ",4.9,27 reviews,≤3h,100.0%,- orders,-1,-1,,,24602,1300000,4,-1,51,Yes,3,"Western Europe(70%), Southern Europe(15%), North America(5%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, no",25,2
"Ningbo Western Fitting Co., Ltd.",,"Zhejiang, China ",4.9,4 reviews,≤2h,100.0%,13 orders,"US $240,000+",-1,,,1433,3121178,-1,-1,-1,Yes,3,"North America(40%), South America(20%), Central America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",-1,3
"Hangzhou Hereditary Technology Co., Ltd.",,"Zhejiang, China ",4.2,56 reviews,≤11h,100.0%,144 orders,"US $20,000+",-1,,,3343,-1,-1,-1,-1,Yes,0,-1,,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer",-1,-1,0
"Anhui Konaflex Abrasives Products Mfg Co., Ltd.",,"Anhui, China ",5.0,1 reviews,≤7h,100.0%,- orders,-1,-1,,,5010,1600000,11,12300000,35,Yes,2,"Mid East(23%), Southeast Asia(16%), North America(13%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",35,2
"Yiwu Canfly Import & Export Co., Ltd.",,"Zhejiang Province, China ",4.7,10 reviews,≤5h,88.2%,- orders,-1,-1,,,8186,8963550,-1,-1,-1,Yes,4,"South Asia(70%), Southeast Asia(20%), Mid East(4%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",12,2
"Zhejiang Green Valve & Fitting Co., Ltd.",,"Zhejiang, China ",4.9,7 reviews,≤2h,88.0%,57 orders,"US $50,000+",-1,,,14251,-1,4,-1,-1,Yes,2,"Mid East(15%), South Asia(15%), North America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",30,3
"Jiangsu Goldenline Intelligent Equipment Co., Ltd.",,"Jiangsu, China ",4.7,28 reviews,≤5h,100.0%,- orders,-1,-1,,,2815,-1,1,-1,19,Yes,2,"Western Europe(40%), Northern Europe(10%), Domestic Market(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, light customization, sample processing, graphic processing, customized on demand",12,8
"YUCHENG YONGHENG MEASURING TOOLS CO., LTD.",,"Henan, China ",4.8,17 reviews,≤3h,97.2%,63 orders,"US $30,000+",-1,,,3066,-1,3,240000,15,Yes,5,"Domestic Market(47%), Western Europe(15%), Southeast Asia(12%)",,"Retailer, Wholesaler, Brand business","sample processing, customized on demand",5,1
Shenzhen Hennsery Craft Limited,,"Guangdong, China ",4.9,38 reviews,≤6h,100.0%,228 orders,"US $360,000+",-1,,,2400,1100000,3,-1,22,Yes,2,"North America(50%), Eastern Europe(20%), South America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand, light customization",90,3
"Ningbo Langdi Intel M&E Co., Ltd.",,"Zhejiang, China ",4.8,3 reviews,≤3h,100.0%,8 orders,"US $20,000+",-1,,,16000,3245278,-1,-1,-1,Yes,15,"Domestic Market(54%), North America(13%), Western Europe(12%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",12,15
Nanhe County Tianhua Saw Industry,,"Hebei, China ",4.9,19 reviews,≤3h,100.0%,- orders,-1,-1,,,7200,-1,2,-1,-1,Yes,4,"Southeast Asia(40%), North America(20%), South America(20%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","customized on demand, sample processing, graphic processing, sample processing, graphic processing, customized on demand",-1,2
"Qingdao Huilisheng Rigging Hardware Product Co., Ltd.",,"Shandong, China ",4.9,20 reviews,≤1h,100.0%,73 orders,"US $40,000+",-1,,,2165,-1,3,-1,32,Yes,2,"North America(60%), Eastern Europe(10%), Oceania(10%)",,"Retailer, Wholesaler, Brand business, For private use","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",300,2
"Tianjin Theone Metal Products Co., Ltd.",,"Tianjin, China ",5.0,7 reviews,≤3h,89.2%,64 orders,"US $90,000+",-1,,,4197,8200000,3,126700000,102,Yes,3,"Domestic Market(21%), Mid East(16%), North America(14%)",,-1,"sample processing, graphic processing, light customization, customized on demand",-1,3
"Taian Liang Teng Industry And Trade Co., Ltd.",,"Shandong, China ",4.8,80 reviews,≤2h,100.0%,403 orders,"US $270,000+",-1,,,5748,1350000,3,2740000,42,Yes,2,"Domestic Market(60%), North America(16%), South America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",10,4
"Guangdong Dkv Valve Co., Limited",,"Guangdong, China ",4.7,30 reviews,≤1h,98.8%,158 orders,"US $80,000+",-1,,,2608,2027204,1,-1,8,Yes,3,"Domestic Market(30%), South Asia(14%), Southeast Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",30,2
"Yongkang Topvei Industry&trade Co., Ltd.",,"Zhejiang, China ",5.0,4 reviews,≤4h,100.0%,- orders,-1,-1,,,10000,-1,-1,-1,-1,Yes,2,"Western Europe(30%), Domestic Market(30%), Eastern Europe(10%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, light customization, graphic processing, customized on demand",7,3
"Guangzhou Baolin Plastic Manufacturer Co., Ltd.",,"Guangdong, China ",5.0,1 reviews,≤3h,100.0%,19 orders,"US $80,000+",-1,,,20000,-1,2,-1,14,Yes,5,"Domestic Market(22%), North America(20%), Eastern Europe(10%)",,"Retailer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",220,5
"Ninghai Xinming Cleaning Equipment Co., Ltd.",,"Zhejiang, China ",5.0,2 reviews,≤4h,90.0%,35 orders,"US $20,000+",-1,,,10000,-1,1,-1,30,Yes,1,"Domestic Market(28%), North America(26%), South America(5%)",,"Retailer, Wholesaler, Brand business, For private use",no,-1,1
"Hangzhou Xinsheng Precision Machinery Co., Ltd.",,"Zhejiang, China ",4.8,47 reviews,≤3h,93.2%,154 orders,"US $70,000+",-1,,,11952,-1,-1,500000,-1,Yes,20,"Domestic Market(80%), Southeast Asia(10%), North America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, light customization, customized on demand",16,5
"Changzhou Super Dragon Abrasives Co., Ltd.",,"Jiangsu, China ",4.9,6 reviews,≤4h,100.0%,39 orders,"US $20,000+",-1,,,2350,-1,2,-1,15,Yes,2,"Domestic Market(50%), Southeast Asia(15%), North America(10%)",,"Retailer, Wholesaler, Brand business, Manufacturer",light customization,-1,0
"Handan Wangsheng Fastener Co., Ltd.",,"Hebei, China ",4.4,11 reviews,≤3h,100.0%,- orders,-1,-1,,,7000,-1,23,-1,-1,Yes,4,"Domestic Market(41%), Eastern Asia(10%), South Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",450,2
Jinhua Jiuxin Industrial & Trading Inc.,,"Zhejiang, China ",5.0,1 reviews,≤10h,100.0%,7 orders,"US $20,000+",-1,,,19820,-1,3,-1,53,Yes,3,"North America(22%), Eastern Europe(22%), South America(14%)",,"Retailer, Wholesaler, Brand business","sample processing, graphic processing, customized on demand",10,2
"Hebei Duotong Trading Co., Ltd.",,"Hebei, China ",4.9,18 reviews,≤3h,88.9%,125 orders,"US $140,000+",-1,,,8300,-1,12,600000000,32,Yes,3,"Domestic Market(80%), North America(10%), Western Europe(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand, customized on demand",90,4
"Taizhou Green Rain Valves Co.,ltd",,"Zhejinag, China ",4.6,4 reviews,≤5h,50.0%,40 orders,"US $110,000+",-1,,,1400,-1,-1,-1,-1,Yes,3,"Southeast Asia(15%), Mid East(15%), South America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, light customization, customized on demand",40,4
"Hebei SPT Seals Technology Co., Ltd.",,"Hebei, China ",4.9,17 reviews,≤2h,100.0%,107 orders,"US $70,000+",-1,,,2500,-1,2,-1,23,Yes,2,"Domestic Market(45%), North America(20%), Southeast Asia(8%)",,"Retailer, Wholesaler, Brand business, For private use, Manufacturer","light customization, sample processing, graphic processing, customized on demand",-1,1
"Shandong Rayman Machinery Co., Ltd.",,"Shandong, China ",4.9,5 reviews,≤1h,96.4%,35 orders,"US $130,000+",-1,,,4200,750000,4,-1,10,Yes,3,"South America(22%), North America(20%), Eastern Europe(12%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand, sample processing, graphic processing, customized on demand",33,5
"Kunshan Grace Precision Hardware Co., Ltd.",,"Jiangsu, China ",-1,-1,≤8h,100.0%,9 orders,"US $5,000+",-1,,,1354,-1,5,2770,14,Yes,5,"Domestic Market(88%), Eastern Asia(6%), North America(2%)",,-1,"light customization, sample processing, graphic processing, customized on demand, no",336,3
"Hangzhou John Hardware Tools Co., Ltd",,"Zhejiang, China ",4.3,1 reviews,≤14h,90.0%,13 orders,"US $200,000+",-1,,,32328,-1,7,8550000,56,Yes,20,"North America(32%), Western Europe(30%), Eastern Europe(10%)",,"Retailer, Wholesaler, Brand business","light customization, sample processing, graphic processing, customized on demand",168,20
"Shandong Beinaiya Automotive Tools Co., Ltd.",,"Shandong, China ",5.0,12 reviews,≤2h,100.0%,- orders,-1,-1,,,11696,-1,7,11400000,149,Yes,3,"Domestic Market(50%), North America(10%), Southeast Asia(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","graphic processing, sample processing, customized on demand",100,2
"Shandong Juhuan New Material Technology Co., Ltd.",,"Shandong, China ",4.8,12 reviews,≤5h,100.0%,49 orders,"US $1,500,000+",-1,,,100000,12800000,7,-1,80,Yes,20,"Domestic Market(76%), Mid East(5%), South America(3%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",15,20
"Jiangmen Jiangyi Abrasive Wheel Product Co., Ltd.",,"Guangdong, China ",5.0,20 reviews,≤6h,95.7%,46 orders,"US $10,000+",-1,,,10576,-1,1,230000,22,Yes,3,"Domestic Market(46%), Southeast Asia(18%), Central America(5%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","sample processing, graphic processing, customized on demand",25,4
"Suzhou Shande Precision Tools Co., Ltd.",,"Jiangsu, China ",4.5,3 reviews,≤4h,100.0%,- orders,-1,-1,,,2300,-1,79,-1,79,Yes,3,"Domestic Market(55%), Eastern Europe(20%), South Asia(10%)",,"Retailer, other|E-commerce Customers, Wholesaler","sample processing, graphic processing, customized on demand",1200,5
"Shanghai EVP Vacuum Technology Co., Ltd.",,"Shanghai, China ",5.0,2 reviews,≤4h,100.0%,41 orders,"US $100,000+",-1,,,4316,14000000,1,4460,39,Yes,3,"Domestic Market(20%), Eastern Asia(15%), North America(10%)",,"Retailer, Engineer, Wholesaler, Brand business, For private use, Manufacturer","light customization, graphic processing, sample processing, graphic processing, customized on demand",50,8
"Shandong Zhihua Pipe Industry Co., Ltd.",,"Shandong, China ",5.0,7 reviews,≤3h,100.0%,- orders,-1,-1,,,16665,8602227,-1,50000,-1,Yes,28,"Domestic Market(75%), South America(6%), Mid East(4%)",,"Retailer, Engineer, Wholesaler, Brand business, Manufacturer","sample processing, graphic processing, customized on demand",200,20
